
STA            LAT          LON     ELEV STAT     ONDATE    OFFDATE STANAME
SPB2      78.17420     16.38460     .200 ss      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPB3      78.17370     16.35840     .234 ss      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPB3      78.17370     16.35840     .234 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
SPB3      78.17370     16.35840     .234 ss      1992311    2007080 Spitsbergen Array, Norway
SPB4      78.17890     16.34820     .340 ss      1992311    2007080 Spitsbergen Array, Norway
SPB4      78.17890     16.34820     .340 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
SPB4      78.17890     16.34820     .340 ss      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPB5      78.18230     16.36830     .295 ss      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPB5      78.18230     16.36830     .295 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
SPB5      78.18230     16.36830     .295 ss      1992311    2007080 Spitsbergen Array, Norway
SPITS     78.17770     16.37000     .323 ar      1992311         -1 Spitsbergen Array, Norway
STKA     -31.87430    141.59640     .255 ss      2002237         -1 STEPHENS CREEK, Australia
STKA     -31.87690    141.59520     .230 ss      1991263    2002237 Stephens Creek, Australia
SUR      -32.37970     20.81170    1.770 ss      1990303         -1 Sutherland, South Africa
TEIG      20.22640    -88.27760     .069 ss      1996306         -1 TEPICH, YUCATAN
TGY       14.10080    120.93837     .150 ss      2002224    2005262 TAGAYTAY
TGY       14.10080    120.93837     .666 ss      2005262         -1 TAGAYTAY
THR       35.90790     51.12620    2.139 ss      2000117         -1 TEHRAN, IRAN (ISLAMIC REPUBLIC OF)
TIXI      71.63410    128.86670     .040 ss      2010153         -1 Tiksi
TKL       35.65800    -83.77400     .351 ss      1978211         -1 TUCKALEECHEE CAVERNS, TN
TLY       51.68080    103.64380     .580 ss           -1         -1 Talaya
TOA0      13.14771      1.69471     .214 ss      2005270         -1 TORODI ARRAY ELEMENT TOA0
TOA0      13.14770      1.69470     .258 ss      2005111    2005269 TORODI ARRAY ELEMENT TOA0
TOA1      13.15290      1.69180     .260 ss      2005111    2005269 TORODI ARRAY ELEMENT TOA1
TOA1      13.15292      1.69186     .220 ss      2005270         -1 TORODI ARRAY ELEMENT TOA1
TOA2      13.14765      1.70040     .216 ss      2005270         -1 TORODI ARRAY ELEMENT TOA2
TOA2      13.14770      1.70040     .260 ss      2005111    2005269 TORODI ARRAY ELEMENT TOA2
TOA3      13.14220      1.69330     .257 ss      2005118    2005269 TORODI ARRAY ELEMENT TOA3
TOA3      13.14216      1.69332     .217 ss      2005270         -1 TORODI ARRAY ELEMENT TOA3
TOB1      13.16130      1.69340     .280 ss      2005117    2005269 TORODI ARRAY ELEMENT TOB1
TOB1      13.16127      1.69338     .231 ss      2005270         -1 TORODI ARRAY ELEMENT TOB1
TOB2      13.15316      1.70706     .216 ss      2005270         -1 TORODI ARRAY ELEMENT TOB2
TOB2      13.15320      1.70710     .265 ss      2005117    2005269 TORODI ARRAY ELEMENT TOB2
TOB3      13.13763      1.70425     .216 ss      2005270         -1 TORODI ARRAY ELEMENT TOB3
TOB3      13.13760      1.70430     .268 ss      2005118    2005269 TORODI ARRAY ELEMENT TOB3
TOB4      13.13862      1.68380     .226 ss      2005270         -1 TORODI ARRAY ELEMENT TOB4
TOB4      13.13860      1.68380     .279 ss      2005117    2005269 TORODI ARRAY ELEMENT TOB4
TOB5      13.15356      1.68060     .219 ss      2005270         -1 TORODI ARRAY ELEMENT TOB5
TOB5      13.15350      1.68060     .260 ss      2005117    2005269 TORODI ARRAY ELEMENT TOB5
TOC1      13.17209      1.70173     .233 ss      2005270         -1 TORODI ARRAY ELEMENT TOC1
TOC1      13.17210      1.70170     .271 ss      2005116    2005269 TORODI ARRAY ELEMENT TOC1
TOC2      13.15680      1.72040     .260 ss      2005118    2005269 TORODI ARRAY ELEMENT TOC2
TOC2      13.15683      1.72039     .222 ss      2005270         -1 TORODI ARRAY ELEMENT TOC2
TOC3      13.13697      1.72055     .214 ss      2005270         -1 TORODI ARRAY ELEMENT TOC3
TOC3      13.13700      1.72060     .251 ss      2005116    2005269 TORODI ARRAY ELEMENT TOC3
TOC4      13.12160      1.69941     .232 ss      2005270         -1 TORODI ARRAY ELEMENT TOC4
TOC4      13.12170      1.69940     .277 ss      2005112    2005269 TORODI ARRAY ELEMENT TOC4
TOC5      13.12817      1.67509     .232 ss      2005270         -1 TORODI ARRAY ELEMENT TOC5
TOC5      13.12820      1.67510     .277 ss      2005116    2005269 TORODI ARRAY ELEMENT TOC5
TOC6      13.14830      1.66554     .226 ss      2005270         -1 TORODI ARRAY ELEMENT TOC6
TOC6      13.14830      1.66560     .271 ss      2005118    2005269 TORODI ARRAY ELEMENT TOC6
TOC7      13.16380      1.67870     .266 ss      2005118    2005269 TORODI ARRAY ELEMENT TOC7
TOC7      13.16375      1.67870     .225 ss      2005270         -1 TORODI ARRAY ELEMENT TOC7
TORD      13.14771      1.69471     .214 ar      2005270         -1 TORODI ARRAY ELEMENT TOA0
TORD      13.14770      1.69470     .258 ar      2005111    2005269 TORODI ARRAY ELEMENT TOA0
TSUM     -19.20220     17.58380    1.240 ss      1994231         -1 Tsumeb
TX00      29.33380   -103.66700    1.013 ss      1993244    1998303 TXAR Array, Texas
TX01      29.33397   -103.66769    1.018 ss      2002330    2006213 TEXAS ARRAY, United States
TX01      29.33397   -103.66769    1.018 ss      2006214         -1 Lajitas Array element TX01
TX01      29.33380   -103.66700    1.013 ss      1995074    2002330 TXAR Array, Texas
TX02      29.32970   -103.65750     .952 ss      1993244    2002330 TXAR Array, Texas
TX02      29.32991   -103.65797     .988 ss      2006214         -1 Lajitas Array element TX02
TX02      29.32991   -103.65797     .988 ss      2002330    2006213 TEXAS ARRAY, United States
TX03      29.33100   -103.67400     .990 ss      1993244    2002330 TXAR Array, Texas
TX03      29.33135   -103.67433    1.017 ss      2002330    2006213 TEXAS ARRAY, United States
TX03      29.33135   -103.67433    1.017 ss      2006214         -1 Lajitas Array element TX03
TX04      29.33992   -103.66722    1.087 ss      2006214         -1 Lajitas Array element TX04
TX04      29.33970   -103.66720    1.013 ss      1993244    2002330 TXAR Array, Texas
TX04      29.33992   -103.66722    1.087 ss      2002330    2006213 TEXAS ARRAY, United States
TX05      29.32020   -103.65230     .957 ss      1993244    1995013 TXAR Array, Texas
TX06      29.31889   -103.68204     .985 ss      2006214         -1 Lajitas Array element TX06
TX06      29.31870   -103.68150    1.007 ss      1993244    2002330 TXAR Array, Texas
TX06      29.31889   -103.68204     .985 ss      2002330    2006213 TEXAS ARRAY, United States
TX07      29.34029   -103.68897    1.087 ss      2006214         -1 Lajitas Array element TX07
TX07      29.33970   -103.68900    1.038 ss      1993244    2002330 TXAR Array, Texas
TX07      29.34029   -103.68897    1.087 ss      2002330    2006213 TEXAS ARRAY, United States
TX08      29.35100   -103.67650    1.015 ss      1993244    2002330 TXAR Array, Texas
TX08      29.35089   -103.67688    1.068 ss      2002330    2006213 TEXAS ARRAY, United States
TX08      29.35089   -103.67688    1.068 ss      2006214         -1 Lajitas Array element TX08
TX09      29.34369   -103.66024    1.010 ss      2002330    2006213 TEXAS ARRAY, United States
TX09      29.34330   -103.65980    1.001 ss      1993244    2002330 TXAR Array, Texas
TX09      29.34369   -103.66024    1.010 ss      2006214         -1 Lajitas Array element TX09
TX10      29.33045   -103.70346    1.055 ss      2002330    2006213 TEXAS ARRAY, United States
TX10      29.33070   -103.70250    1.033 ss      1995013    2002330 TXAR Array, Texas
TX10      29.33045   -103.70346    1.055 ss      2006214         -1 Lajitas Array element TX10
TX11      29.33434   -103.66759    1.023 ss      2002330    2006213 TEXAS ARRAY, United States
TX11      29.33420   -103.66780    1.025 ss      2000342    2002330 TXAR Array, Texas
TX11      29.33434   -103.66759    1.023 ss      2006214         -1 Lajitas Array element TX11
TX31      29.33429   -103.66770    1.021 ss      2002330    2006213 TEXAS ARRAY, United States
TX31      29.33420   -103.66780    1.025 ss      1998321    2002330 TXAR Array, Texas
TX31      29.33429   -103.66770    1.021 ss      2006214         -1 Lajitas Array element TX31
TX32      29.33395   -103.66771    1.019 ss      2006214         -1 Lajitas Array element TX32
TX32      29.33380   -103.66700    1.013 ss      2000342    2002330 TXAR Array, Texas
TX32      29.33395   -103.66771    1.019 ss      2002330    2006213 TEXAS ARRAY, United States
TXAR      29.33380   -103.66700    1.013 ar      1993244    2002330 TXAR Array, Texas
TXAR      29.33397   -103.66769    1.018 ar      2006214         -1 Lajitas Array element TX01
TXAR      29.33397   -103.66769    1.018 ar      2002330    2006213 TEXAS ARRAY, United States
TXI01     29.33380   -103.66700    1.013 ss      1996071    2002330 Lajitas Infrasonic Array, Texas
TXI01A    29.30000   -103.60000    1.000 ss      1998321    1999074 Lajitas Infrasonic Array, Texas
TXI02     29.32970   -103.65750     .952 ss      1996071    2002330 Lajitas Infrasonic Array, Texas
TXI03     29.33100   -103.67400     .990 ss      1996157    2002330 Lajitas Infrasonic Array, Texas
TXI09     29.34330   -103.65980    1.001 ss      1996071    2002330 Lajitas Infrasonic Array, Texas
TXIAR     29.33380   -103.66700    1.013 ar      1996210    2002330 TXAR Infrasound Array, Texas
UKR       62.49320   -114.60530     .197 ar      2000001         -1 MalinStation UKR
UKR01     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR02     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR03     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR04     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR05     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR06     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR07     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR08     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR09     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR10     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR11     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR12     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR13     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR14     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR16     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR17     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR18     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR19     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR20     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR21     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR22     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR23     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR25     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
UKR26     62.49320   -114.60530     .197 ss      2000001         -1 Testing MalinStation
ULM       50.24860    -95.87550     .281 ss      1994344    2002343 Lac du Bonnet, Canada
ULM       50.25026    -95.87496     .251 ss      1984248         -1 LAC DU BONNET, MANITOBA, Canada
URZ      -38.25920    177.11090     .087 ss      1990282         -1 UREWERA
USA0      44.19980    131.98880     .170 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USA0
USA0B     44.19990    131.98870     .170 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USA0B
USA1      44.20380    131.98850     .160 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USA1
USA2      44.19700    131.99530     .150 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USA2
USA3      44.19640    131.98670     .170 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USA3
USB1      44.21630    131.99150     .180 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USB1
USB2      44.19750    132.01470     .140 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USB2
USB3      44.18270    131.99960     .140 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USB3
USB4      44.19160    131.97200     .140 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USB4
USB5      44.21050    131.97100     .160 ss      2008287         -1 USSURIYSK ARRAY ELEMENT USB5
USHA     -54.83486    -68.44344     .106 ss      2003240         -1 USHUAIA
USRK      44.19980    131.98880     .170 ar      2008287         -1 USSURIYSK ARRAY, Russian Federation.
VAE       37.46900     14.35330     .735 ss      2000001         -1 VALGUARNERA
VIB       53.25220   -132.54060    1.008 ss      1985249         -1 Van Inlet, Canada
VNDA     -77.51390    161.84560     .098 ss      1993362    2002339 Vanda, Antarctica
VNDA     -77.51730    161.85280     .126 ss      2002352         -1 VANDA, ANTARCTICA, United States of America
VRAC      49.30828     16.59351     .475 ss      1993152         -1 Vranov, Czech Republic
WB0      -19.76714    134.39283     .362 ss      1999182         -1 Warramunga Array, Australia
WB0      -19.76710    134.39270     .392 ss      1965274    1999182 Warramunga Array, Australia
WB1      -19.95944    134.34642     .394 ss      1999182         -1 Warramunga Array, Australia
WB1      -19.95950    134.34630     .422 ss      1965274    1999182 Warramunga Array, Australia
WB2      -19.94275    134.35112     .388 ss      1999182         -1 Warramunga Array, Australia
WB2      -19.94280    134.35100     .425 ss      1965274    1999182 Warramunga Array, Australia
WB3      -19.92302    134.35546     .384 ss      1999182         -1 Warramunga Array, Australia
WB3      -19.92300    134.35540     .416 ss      1965274    1999182 Warramunga Array, Australia
WB4      -19.90350    134.35910     .409 ss      1965274    1999182 Warramunga Array, Australia
WB4      -19.90365    134.35893     .381 ss      1999182         -1 Warramunga Array, Australia
WB5      -19.87822    134.36620     .371 ss      1999182         -1 Warramunga Array, Australia
WB5      -19.87820    134.36610     .396 ss      1965274    1999182 Warramunga Array, Australia
WB6      -19.85496    134.36717     .365 ss      1999182         -1 Warramunga Array, Australia
WB6      -19.85500    134.36700     .396 ss      1965274    1999182 Warramunga Array, Australia
WB7      -19.84081    134.37946     .353 ss      1999182         -1 Warramunga Array, Australia
WB7      -19.84080    134.37920     .416 ss      1965274    1999182 Warramunga Array, Australia
WB8      -19.81390    134.38070     .389 ss      1965274    1999182 Warramunga Array, Australia
WB8      -19.81394    134.38079     .356 ss      1999182         -1 Warramunga Array, Australia
WB9      -19.79139    134.38397     .360 ss      1999182         -1 Warramunga Array, Australia
WB9      -19.79140    134.38380     .391 ss      1965274    1999182 Warramunga Array, Australia
WC1      -19.92434    134.33905     .392 ss      1999182         -1 Warramunga Array, Australia
WC2      -19.92538    134.36545     .375 ss      1999182         -1 Warramunga Array, Australia
WC3      -19.95874    134.37194     .382 ss      1999182         -1 Warramunga Array, Australia
WC4      -19.96193    134.33973     .388 ss      1999182         -1 Warramunga Array, Australia
WK30      19.41043    165.85567     .000 ss      1995341         -1 Wake Island
WK31      17.92746    167.49932     .000 ss      1998035         -1 Wake Island
WR0      -19.95966    134.54053     .353 ss      1999182         -1 Warramunga Array, Australia
WR0      -19.95970    134.54040     .375 ss      1965274    1999182 Warramunga Array, Australia
WR1      -19.94260    134.33940     .419 ss      1965274    1999182 Warramunga Array, Australia
WR1      -19.94259    134.33951     .389 ss      1999182         -1 Warramunga Array, Australia
WR2      -19.94680    134.36220     .415 ss      1965274    1999182 Warramunga Array, Australia
WR2      -19.94686    134.36238     .385 ss      1999182         -1 Warramunga Array, Australia
WR3      -19.94850    134.38680     .401 ss      1965274    1999182 Warramunga Array, Australia
WR3      -19.94850    134.38691     .377 ss      1999182         -1 Warramunga Array, Australia
WR4      -19.95032    134.40661     .374 ss      1999182         -1 Warramunga Array, Australia
WR4      -19.95030    134.40650     .400 ss      1965274    1999182 Warramunga Array, Australia
WR5      -19.95217    134.43037     .364 ss      1999182         -1 Warramunga Array, Australia
WR5      -19.95210    134.43010     .395 ss      1965274    1999182 Warramunga Array, Australia
WR6      -19.95423    134.45305     .357 ss      1999182         -1 Warramunga Array, Australia
WR6      -19.95430    134.45380     .382 ss      1965274    1999182 Warramunga Array, Australia
WR7      -19.95520    134.47590     .382 ss      1965274    1999182 Warramunga Array, Australia
WR7      -19.95519    134.47602     .355 ss      1999182         -1 Warramunga Array, Australia
WR8      -19.95570    134.50020     .400 ss      1965274    1999182 Warramunga Array, Australia
WR8      -19.95579    134.50051     .367 ss      1999182         -1 Warramunga Array, Australia
WR9      -19.95765    134.51492     .360 ss      1999182         -1 Warramunga Array, Australia
WR9      -19.95770    134.51480     .383 ss      1965274    1999182 Warramunga Array, Australia
WRA      -19.94259    134.33951     .389 ar      1999182         -1 Warramunga Array, Australia
WRA      -19.94260    134.33940     .419 ar      1965274    1999182 Warramunga Array, Australia
WRAI     -19.94020    134.22600     .401 ar      1975235         -1 Warramunga Infrasonic Array, Australia
WRAI1    -19.93549    134.24266     .401 ss      1975235         -1 Warramunga Infrasonic Array, Australia
WRAI2    -19.95815    134.23056     .401 ss      1975235         -1 Warramunga Infrasonic Array, Australia
WRAI3    -19.94536    134.20972     .401 ss      1975235         -1 Warramunga Infrasonic Array, Australia
WRAI4    -19.92315    134.22186     .401 ss      1975235         -1 Warramunga Infrasonic Array, Australia
WRAI5    -19.94020    134.22600     .401 ss      1975235         -1 Warramunga Infrasonic Array, Australia
WRAI6    -19.93183    134.24573     .401 ss      1975235         -1 Warramunga Infrasonic Array, Australia
WRAI7    -19.92993    134.24182     .401 ss      1975235         -1 Warramunga Infrasonic Array, Australia
WSAR      23.23900     58.63070     .326 ss      2006012         -1 WADI SARIN, OMAN
XAN       34.03944    108.92139     .630 ss      1999181         -1 X'AN
YAK       62.03110    129.68050     .100 ss           -1         -1 Yakutsk
YBH       41.73193   -122.71038    1.060 ss      1994205         -1 YREKA, United States of America
YKA       62.49310   -114.60620     .167 ar      2001227         -1 Yellowknife, Canada
YKA       62.49320   -114.60530     .197 ar      1963273    2001226 Yellowknife Array, Canada
YKB0      62.60590   -114.60500     .222 ss      1963273    2001226 Yellowknife Array, Canada
YKB0      62.60590   -114.60600     .194 ss      2001227         -1 Yellowknife, Canada
YKB1      62.40240   -114.60540     .173 ss      1963273    2001226 Yellowknife Array, Canada
YKB1      62.40230   -114.60630     .145 ss      2001227         -1 Yellowknife, Canada
YKB2      62.42470   -114.60540     .181 ss      1963273    2001226 Yellowknife Array, Canada
YKB2      62.42470   -114.60630     .150 ss      2001227         -1 Yellowknife, Canada
YKB3      62.44850   -114.60610     .158 ss      2001227         -1 Yellowknife, Canada
YKB3      62.44860   -114.60520     .188 ss      1963273    2001226 Yellowknife Array, Canada
YKB4      62.47090   -114.60580     .164 ss      2001227         -1 Yellowknife, Canada
YKB4      62.47110   -114.60490     .193 ss      1963273    2001226 Yellowknife Array, Canada
YKB6      62.51640   -114.60570     .174 ss      2001227         -1 Yellowknife, Canada
YKB6      62.51650   -114.60500     .203 ss      1963273    2001226 Yellowknife Array, Canada
YKB7      62.53890   -114.60610     .177 ss      2001227         -1 Yellowknife, Canada
YKB7      62.53900   -114.60530     .204 ss      1963273    2001226 Yellowknife Array, Canada
YKB8      62.56150   -114.60550     .171 ss      2001227         -1 Yellowknife, Canada
YKB8      62.56160   -114.60470     .198 ss      1963273    2001226 Yellowknife Array, Canada
YKB9      62.58300   -114.60390     .213 ss      1963273    2001226 Yellowknife Array, Canada
YKB9      62.58290   -114.60470     .187 ss      2001227         -1 Yellowknife, Canada
YKR1      62.49270   -114.94560     .170 ss      1963273    2001226 Yellowknife Array, Canada
YKR1      62.49280   -114.94450     .141 ss      2001227         -1 Yellowknife, Canada
YKR2      62.49280   -114.89640     .175 ss      1963273    2001226 Yellowknife Array, Canada
YKR2      62.49280   -114.89590     .145 ss      2001227         -1 Yellowknife, Canada
YKR3      62.49290   -114.84760     .146 ss      2001227         -1 Yellowknife, Canada
YKR3      62.49300   -114.84770     .177 ss      1963273    2001226 Yellowknife Array, Canada
YKR4      62.49270   -114.79980     .149 ss      2001227         -1 Yellowknife, Canada
YKR4      62.49270   -114.79950     .173 ss      1963273    2001226 Yellowknife Array, Canada
YKR5      62.49320   -114.75040     .154 ss      2001227         -1 Yellowknife, Canada
YKR5      62.49330   -114.74990     .183 ss      1963273    2001226 Yellowknife Array, Canada
YKR6      62.49320   -114.70200     .161 ss      2001227         -1 Yellowknife, Canada
YKR6      62.49330   -114.70140     .192 ss      1963273    2001226 Yellowknife Array, Canada
YKR7      62.49320   -114.65440     .168 ss      2001227         -1 Yellowknife, Canada
YKR7      62.49340   -114.65370     .199 ss      1963273    2001226 Yellowknife Array, Canada
YKR8      62.49320   -114.60530     .197 ss      1963273    2001226 Yellowknife Array, Canada
YKR8      62.49310   -114.60620     .167 ss      2001227         -1 Yellowknife, Canada
YKR9      62.49300   -114.55650     .172 ss      2001227         -1 Yellowknife, Canada
YKR9      62.49310   -114.55570     .201 ss      1963273    2001226 Yellowknife Array, Canada
YKW1      62.49310   -114.50860     .205 ss      1989273    2001226 Yellowknife, Canada
YKW1      62.48220   -114.48430     .171 ss      2001227         -1 Yellowknife, Canada
YKW2      62.43370   -114.60380     .144 ss      2001227         -1 Yellowknife, Canada
YKW2      62.42480   -114.60540     .200 ss      1989273    2001226 Yellowknife, Canada
YKW3      62.56080   -114.61640     .180 ss      1989273    2001226 Yellowknife, Canada
YKW3      62.56160   -114.60990     .170 ss      2001227         -1 Yellowknife, Canada
YKW4      62.49220   -114.74190     .200 ss      1989273    2001226 Yellowknife, Canada
YKW4      62.49250   -114.74320     .161 ss      2001227         -1 Yellowknife, Canada
ZAA0      53.94806     84.81881     .229 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAA0
ZAA0B     53.94805     84.81878     .229 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAA0B
ZAA1      53.95242     84.81902     .246 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAA1
ZAA2      53.94394     84.82365     .207 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAA2
ZAA3      53.94768     84.80906     .243 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAA3
ZAB1      53.96368     84.83075     .245 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAB1
ZAB2      53.94883     84.84621     .254 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAB2
ZAB3      53.93677     84.83420     .234 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAB3
ZAB4      53.93769     84.79847     .200 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAB4
ZAB5      53.95662     84.79723     .196 ss      2006286         -1 ZALESOVO ARRAY ELEMENT ZAB5
ZAL       53.93670     84.79810     .213 ss      1991346         -1 Zalesovo, Russia
ZALV      53.94806     84.81881     .229 ar      2006286         -1 ZALESOVO ARRAY ELEMENT ZAA0
es112       .00000       .00000     .000 ss      2000001         -1 CD synthetic data
tb159       .00000       .00000     .000 ss      2000001         -1 CD synthetic data
uc201       .00000       .00000     .000 ss      2000001         -1 CD synthetic data
uc48        .00000       .00000     .000 ss      2000001         -1 CD synthetic data

1722 rows selected.

